file	path	english	machine_santali	reviewed_by	corrected_santali
src/scenarios/gas-confined-space.json	$.nodes[12].expect[0].label	Signal the standby person	ᱥᱴᱮᱸᱰᱵᱟᱭ ᱦᱳᱲ ᱥᱮᱱᱚᱛ ᱢᱮ		
src/scenarios/gas-confined-space.json	$.nodes[12].expect[1].label	Climb out immediately	ᱱᱤᱛᱚᱜ ᱚᱰᱚᱠ ᱢᱮ		
src/scenarios/gas-confined-space.json	$.nodes[12].errors[0].consequence.text	You stayed down there to restart the blower. The blower is not worth the breaths it costs you.	ᱟᱢ ᱵᱞᱚᱣᱟᱨ ᱫᱚᱦᱲᱟ ᱮᱛᱦᱚᱵ ᱞᱟᱹᱜᱤᱫ ᱚᱱᱰᱮ ᱛᱤᱝᱩ ᱠᱮᱫᱟᱢ ᱾ ᱵᱞᱚᱣᱟᱨ ᱫᱚ ᱟᱢᱟᱜ ᱥᱟᱶᱥ ᱴᱟᱲᱟᱝ ᱡᱮᱢᱚᱱ ᱵᱟᱝᱟ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[12].onTimeout.consequence.text	You were still inside when the atmosphere went past survivable. In {{gas}} at this concentration, a person stops being able to climb before they realise they need to.	ᱦᱟᱣᱟ ᱡᱟᱹᱥᱛᱤ ᱵᱤᱯᱚᱫ ᱦᱩᱭ ᱮᱱᱟᱜ ᱚᱠᱛᱚ, ᱟᱢ ᱛᱮᱦᱮᱸᱧ ᱨᱮᱭᱟᱜ ᱛᱟᱦᱮᱸᱸᱠᱟᱱᱟᱢ ᱾ ᱱᱚᱶᱟ ᱟᱸᱰᱤ {{gas}} ᱨᱮ, ᱦᱳᱲ ᱫᱚ ᱵᱩᱡᱷᱟᱹᱣ ᱦᱟᱛᱟᱣ ᱠᱷᱚᱱ ᱞᱟᱦᱟ ᱨᱮ ᱚᱰᱚᱠ ᱞᱟᱹᱜᱤᱫ ᱟᱲᱟᱝ ᱟᱛᱮᱨ ᱠᱟᱱᱟ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[13].prompt.text	You are out. Then you see him — the fitter who went into the adjacent chamber ten minutes ago is face down at the bottom of it, not moving.	ᱟᱢ ᱚᱰᱚᱠ ᱮᱱᱟᱢ ᱾ ᱚᱱᱟ ᱛᱟᱭᱚᱢ ᱟᱢ ᱩᱱᱤ ᱧᱮᱞ ᱠᱮᱫᱟᱢ — ᱡᱟᱦᱟᱸ ᱠᱟᱹᱢᱤᱭᱟᱹ ᱜᱟᱨᱟ ᱫᱟᱦ ᱢᱤᱱᱤᱴ ᱞᱟᱦᱟ ᱥᱮᱴᱮᱨ ᱪᱮᱢᱵᱚᱨ ᱨᱮ ᱟᱛ ᱡᱚᱛᱚ ᱠᱮᱫᱟᱭ, ᱩᱱᱤ ᱫᱚ ᱞᱟᱛᱟᱨ ᱨᱮ ᱴᱷᱟᱶ ᱠᱟᱛᱮ ᱵᱟᱝ ᱦᱳᱨᱳᱢ ᱠᱟᱱᱟᱭ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[14].expect[0].label	Raise the rescue team on the radio	ᱨᱮᱰᱤᱭᱳ ᱨᱮ ᱨᱮᱥᱠᱭᱩ ᱴᱤᱢ ᱛᱟᱦᱮᱸ ᱢᱮ		
src/scenarios/gas-confined-space.json	$.nodes[14].expect[1].label	Pull him out using the retrieval line	ᱟᱹᱰᱤ ᱠᱚᱨᱮᱭᱟᱜ ᱞᱟᱭᱤᱱ ᱛᱮ ᱩᱱᱤ ᱡᱟᱨᱣᱟ ᱢᱮ		
src/scenarios/gas-confined-space.json	$.nodes[14].errors[0].consequence.text	You went in after him. This is how most confined space deaths happen — not one worker, but the two or three who climbed down to help. The same atmosphere that took him takes you, in the same number of breaths.	ᱟᱢ ᱩᱱᱤ ᱞᱟᱦᱟ ᱨᱮ ᱟᱛ ᱡᱚᱛᱚ ᱠᱮᱫᱟᱢ ᱾ ᱚᱱᱟ ᱛᱮ ᱡᱟᱹᱥᱛᱤ ᱨᱩᱡᱩ ᱡᱟᱭᱜᱟ ᱚᱰᱚᱠ ᱠᱚ ᱦᱩᱭᱩᱜᱼᱟ — ᱢᱤᱫ ᱠᱟᱹᱢᱤᱭᱟᱹ ᱵᱟᱝ, ᱢᱮᱱᱠᱷᱟᱱ ᱵᱟᱨ-ᱯᱮ ᱡᱟᱦᱟᱸ ᱜᱚᱲᱚ ᱞᱟᱹᱜᱤᱫ ᱟᱛ ᱡᱚᱛᱚ ᱠᱮᱫᱟ ᱾ ᱡᱟᱦᱟᱸ ᱦᱟᱣᱟ ᱛᱮ ᱩᱱᱤ ᱮᱢ ᱠᱮᱫᱟ, ᱚᱱᱟ ᱦᱟᱣᱟ ᱛᱮ ᱟᱢᱚᱜ ᱦᱚᱸ ᱮᱢᱟᱭ, ᱡᱟᱹᱥᱛᱤ ᱥᱟᱶᱥ ᱨᱮ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[14].errors[1].consequence.text	Shouting at him costs seconds and changes nothing. He cannot hear you.	ᱩᱱᱤ ᱟᱲᱟᱝ ᱠᱟᱛᱮ ᱴᱟᱲᱟᱝ ᱚᱠᱛᱚ ᱟᱹᱰᱤ ᱦᱩᱭ, ᱚᱠᱛᱚ ᱵᱟᱭ ᱵᱚᱫᱚᱞ ᱟᱭ ᱾ ᱩᱱᱤ ᱟᱢ ᱵᱟᱭ ᱟᱭᱩᱢᱮᱭᱟᱭ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[14].onTimeout.consequence.text	You froze at the opening. Nobody was called, and the retrieval line stayed coiled on the tripod.	ᱟᱢ ᱠᱷᱩᱡᱽ ᱨᱮ ᱛᱤᱝᱩ ᱠᱮᱫᱟᱢ ᱾ ᱚᱠᱚᱭ ᱵᱟᱭ ᱛᱟᱦᱮᱸ ᱠᱮᱫᱟᱭ, ᱟᱨ ᱟᱹᱰᱤ ᱠᱚᱨᱮᱭᱟᱜ ᱞᱟᱭᱤᱱ ᱴᱨᱟᱭᱯᱚᱰ ᱨᱮᱭ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[15].prompt.text	Both of you are on the surface.	ᱟᱢ ᱵᱟᱨᱦᱚᱸ ᱪᱮᱛᱟᱱ ᱨᱮ ᱢᱮᱱᱟᱢᱟ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[15].summary.text	You tested before entering, purged and re-tested, wore the set, kept a line and a standby person, came out the moment the blower tripped, and recovered your colleague without adding yourself to the casualty list. That last decision is the one this drill exists for.	ᱟᱢ ᱟᱛ ᱡᱚᱛᱚ ᱦᱟᱛᱟᱣ ᱠᱩᱞᱤ ᱠᱮᱫᱟᱢ, ᱦᱟᱣᱟ ᱯᱷᱟᱨᱪᱟ ᱠᱟᱛᱮ ᱫᱚᱦᱲᱟ ᱠᱩᱞᱤ ᱠᱮᱫᱟᱢ, ᱡᱚᱛᱚᱱ ᱮᱰᱟ ᱠᱮᱫᱟᱢ, ᱞᱟᱭᱤᱱ ᱟᱨ ᱥᱴᱮᱸᱰᱵᱟᱭ ᱦᱳᱲ ᱛᱟᱸᱦᱮᱸ ᱠᱮᱫᱟᱢ, ᱵᱞᱚᱣᱟᱨ ᱵᱚᱸᱫ ᱦᱩᱭ ᱚᱠᱛᱚ ᱚᱰᱚᱠ ᱮᱱᱟᱢ, ᱟᱨ ᱟᱢ ᱵᱟᱝ ᱦᱩᱭ ᱠᱟᱛᱮ ᱟᱢᱟᱜ ᱜᱚᱲᱚ ᱡᱟᱨᱣᱟ ᱠᱮᱫᱟᱢ ᱾ ᱚᱱᱟ ᱢᱩᱪᱟᱹᱫ ᱨᱮᱭᱟᱜ ᱵᱤᱪᱟᱨ ᱫᱚ ᱱᱚᱶᱟ ᱟᱹᱣᱟᱛ ᱨᱮᱭᱟᱜ ᱢᱚᱠᱥᱚᱫ ᱠᱟᱱᱟ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[16].prompt.text	The drill has ended.	ᱟᱹᱣᱟᱛ ᱴᱟᱸᱰᱟᱝ ᱮᱱᱟ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[16].summary.text	You entered a confined space without an authorised permit. The permit is not paperwork — it is the record that somebody competent checked this space today, for you.	ᱟᱢ ᱚᱠᱛᱚ ᱴᱷᱤᱠ ᱯᱟᱨᱢᱤᱴ ᱠᱟᱛᱮ ᱨᱩᱡᱩ ᱡᱟᱭᱜᱟ ᱨᱮ ᱟᱛ ᱡᱚᱛᱚ ᱠᱮᱫᱟᱢ ᱾ ᱯᱟᱨᱢᱤᱴ ᱫᱚ ᱠᱟᱜᱚᱡ ᱵᱟᱝᱟ — ᱩᱱᱤ ᱫᱚ ᱨᱮᱠᱚᱰ ᱠᱟᱱᱟ ᱡᱮ ᱢᱤᱫ ᱡᱟᱹᱱᱟᱹ ᱦᱳᱲ ᱛᱮᱦᱮᱸᱧ ᱛᱮᱦᱮᱸᱧᱟᱜ ᱱᱚᱶᱟ ᱡᱟᱭᱜᱟ ᱠᱩᱞᱤ ᱠᱮᱫᱟᱭ, ᱟᱢᱟᱜ ᱞᱟᱹᱜᱤᱫ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[17].prompt.text	The drill has ended.	ᱟᱹᱣᱟᱛ ᱴᱟᱸᱰᱟᱝ ᱮᱱᱟ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[17].summary.text	You climbed in before you had finished looking. Nothing was tested, no permit was checked, and nobody knew where you were. Looking first is not a formality that delays the work — it is how you find out whether this space can be entered at all.	ᱟᱢ ᱦᱮᱨ ᱚᱠᱛᱚ ᱴᱟᱸᱰᱟᱝ ᱵᱟᱭ ᱟᱠᱟᱱ ᱡᱟᱭᱜᱟ ᱨᱮ ᱨᱮᱭᱟᱜ ᱠᱮᱫᱟᱢ ᱾ ᱚᱠᱛᱚ ᱵᱟᱭ ᱠᱩᱞᱤ ᱠᱟᱱᱟ, ᱚᱠᱛᱚ ᱯᱟᱨᱢᱤᱴ ᱵᱟᱭ ᱠᱩᱞᱤ ᱠᱟᱱᱟ, ᱟᱨ ᱚᱠᱚᱭ ᱵᱟᱭ ᱵᱟᱰᱟᱭ ᱮᱱᱟ ᱡᱟᱦᱟᱸ ᱨᱮ ᱟᱢ ᱛᱟᱦᱮᱸᱸᱠᱟᱱᱟᱢ ᱾ ᱯᱩᱭᱞᱩ ᱦᱮᱨ ᱫᱚ ᱠᱟᱹᱢᱤ ᱰᱷᱤᱞᱟ ᱠᱟᱴᱮ ᱪᱚᱛ ᱵᱟᱝᱟ — ᱩᱱᱤ ᱛᱮ ᱟᱢ ᱵᱟᱰᱟᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟᱢ ᱡᱮ ᱱᱚᱶᱟ ᱡᱟᱭᱜᱟ ᱨᱮ ᱟᱛ ᱡᱚᱛᱚ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱠᱤ ᱵᱟᱝᱟ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[18].prompt.text	The drill has ended.	ᱟᱹᱣᱟᱛ ᱴᱟᱸᱰᱟᱝ ᱮᱱᱟ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[18].summary.text	You entered an atmosphere holding {{gas}} at {{o2}} percent oxygen. Oxygen deficiency gives no warning: no smell, no cough, no dizziness you can act on. You would have had time to notice nothing at all.	ᱟᱢ {{gas}} ᱟᱨ {{o2}} ᱯᱚᱨᱥᱮᱸᱴ ᱳᱠᱥᱤᱡᱮᱱ ᱢᱮᱱᱟᱜ ᱦᱟᱣᱟ ᱨᱮ ᱟᱛ ᱡᱚᱛᱚ ᱠᱮᱫᱟᱢ ᱾ ᱳᱠᱥᱤᱡᱮᱱ ᱠᱚᱢ ᱫᱚ ᱚᱠᱛᱚ ᱦᱩᱥᱤᱭᱟᱨ ᱵᱟᱭ ᱮᱢᱟᱭ: ᱚᱠᱛᱚ ᱥᱩᱝᱜᱩᱫ ᱵᱟᱝ, ᱚᱠᱛᱚ ᱠᱷᱟᱥᱤ ᱵᱟᱝ, ᱚᱠᱛᱚ ᱪᱠᱚᱨ ᱵᱟᱝᱟ ᱡᱟᱦᱟᱸ ᱨᱮ ᱟᱢ ᱡᱚᱛᱚ ᱫᱟᱲᱮᱭᱟᱜᱼᱟᱢ ᱾ ᱟᱢ ᱚᱠᱛᱚ ᱦᱚᱸ ᱵᱟᱭ ᱵᱟᱰᱟᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟᱢ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[19].prompt.text	The drill has ended.	ᱟᱹᱣᱟᱛ ᱴᱟᱸᱰᱟᱝ ᱮᱱᱟ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[19].summary.text	When a gas alarm sounds inside a confined space, the only correct action is to leave. Not to fix the fan, not to finish the task, not to check the reading again. Leave, then decide.	ᱡᱟᱦᱟᱸ ᱨᱩᱡᱩ ᱡᱟᱭᱜᱟ ᱨᱮ ᱜᱮᱥ ᱟᱞᱟᱨᱢ ᱩᱬᱩᱬ ᱦᱩᱭ, ᱚᱱᱟ ᱚᱠᱛᱚ ᱴᱷᱤᱠ ᱠᱟᱹᱢᱤ ᱫᱚ ᱚᱰᱚᱠ ᱮᱱᱟ ᱾ ᱯᱷᱮᱱ ᱛᱷᱤᱠ ᱵᱟᱭ, ᱠᱟᱹᱢᱤ ᱴᱟᱸᱰᱟᱝ ᱵᱟᱭ, ᱨᱤᱰᱤᱝ ᱫᱚᱦᱲᱟ ᱠᱩᱞᱤ ᱵᱟᱭ ᱾ ᱚᱰᱚᱠ ᱢᱮ, ᱚᱱᱟ ᱛᱟᱭᱚᱢ ᱵᱤᱪᱟᱨ ᱢᱮ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[20].prompt.text	The drill has ended.	ᱟᱹᱣᱟᱛ ᱴᱟᱸᱰᱟᱝ ᱮᱱᱟ ᱾		
src/scenarios/gas-confined-space.json	$.nodes[20].summary.text	You went in to save him and the sump took you both. Rescue from a confined space is done from outside, on a line, by people wearing air — or by a team trained and equipped to enter. The instinct to climb down is the single most lethal reflex in this domain, and it is the one this drill is built to retrain.	ᱟᱢ ᱩᱱᱤ ᱵᱟᱸᱪᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱟᱛ ᱡᱚᱛᱚ ᱠᱮᱫᱟᱢ ᱟᱨ ᱥᱚᱢᱯ ᱫᱚ ᱟᱢᱚᱜ ᱵᱟᱨᱦᱚᱸ ᱡᱟᱨᱣᱟ ᱠᱮᱫᱟ ᱾ ᱨᱩᱡᱩ ᱡᱟᱭᱜᱟ ᱠᱷᱚᱱ ᱨᱮᱥᱠᱭᱩ ᱫᱚ ᱵᱟᱦᱨᱮ ᱠᱷᱚᱱ, ᱞᱟᱭᱤᱱ ᱨᱮ, ᱦᱟᱣᱟ ᱡᱚᱛᱚᱱ ᱮᱰᱟ ᱦᱳᱲ ᱛᱮ ᱦᱩᱭ ᱡᱟᱱᱟᱢᱮ — ᱟᱨᱵᱟᱝ ᱴᱨᱮᱱᱰ ᱴᱤᱢ ᱛᱮ ᱡᱟᱦᱟᱸ ᱟᱛ ᱡᱚᱛᱚ ᱞᱟᱹᱜᱤᱫ ᱛᱮᱭᱟᱨ ᱠᱟᱱᱟ ᱾ ᱞᱟᱦᱟ ᱨᱮ ᱟᱛ ᱡᱚᱛᱚ ᱞᱟᱹᱜᱤᱫ ᱢᱚᱱ ᱫᱚ ᱱᱚᱶᱟ ᱡᱟᱭᱜᱟ ᱨᱮᱭᱟᱜ ᱡᱟᱹᱥᱛᱤ ᱵᱤᱯᱚᱫ ᱢᱚᱱ ᱠᱟᱱᱟ, ᱟᱨ ᱱᱚᱶᱟ ᱟᱹᱣᱟᱛ ᱫᱚ ᱩᱱᱟ ᱵᱚᱫᱚᱞ ᱞᱟᱹᱜᱤᱫ ᱠᱟᱱᱟ ᱾		
src/scenarios/fire-explosion.json	$.title	Fire & Explosion Response	ᱥᱮᱴᱟᱜ ᱟᱨ ᱵᱚᱢ ᱡᱩᱭᱟᱹᱵ		
src/scenarios/fire-explosion.json	$.description	Electrical panel fire at the pit-top. Select the correct extinguisher, apply PASS, don SCSR and evacuate without re-entering for a collapsed colleague.	ᱯᱤᱴ-ᱴᱚᱯ ᱨᱮ ᱵᱤᱡᱩᱞᱤ ᱯᱮᱱᱮᱞ ᱥᱮᱴᱟᱜ ᱦᱩᱭᱮᱱᱟ ᱾ ᱴᱷᱤᱠ ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ ᱵᱟᱪᱷᱟᱣ ᱢᱮ, PASS ᱵᱮᱵᱷᱟᱨ ᱢᱮ, SCSR ᱮᱰᱟ ᱢᱮ ᱟᱨ ᱵᱮᱦᱳᱥ ᱜᱚᱲᱚ ᱞᱟᱹᱜᱤᱫ ᱫᱚᱦᱲᱟ ᱵᱟᱭ ᱟᱛ ᱡᱚᱛᱚ ᱠᱟᱛᱮ ᱚᱰᱚᱠ ᱢᱮ ᱾		
src/scenarios/fire-explosion.json	$.props[0].label	Electrical panel	ᱵᱤᱡᱩᱞᱤ ᱯᱮᱱᱮᱞ		
src/scenarios/fire-explosion.json	$.props[1].label	Panel fire	ᱯᱮᱱᱮᱞ ᱥᱮᱴᱟᱜ		
src/scenarios/fire-explosion.json	$.props[2].label	DCP extinguisher (blue band)	DCP ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ (ᱟᱨᱟᱜ ᱵᱮᱸᱰ)		
src/scenarios/fire-explosion.json	$.props[3].label	Water extinguisher (red)	ᱫᱟᱜ ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ (ᱟᱨᱟ)		
src/scenarios/fire-explosion.json	$.props[4].label	CO₂ extinguisher (black, horn)	CO₂ ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ (ᱦᱳᱭᱳᱸ, ᱥᱤᱝᱜᱟ)		
src/scenarios/fire-explosion.json	$.props[5].label	Self-Contained Self-Rescuer	SCSR		
src/scenarios/fire-explosion.json	$.props[6].label	Exit arrow	ᱚᱰᱚᱠ ᱥᱮᱨ		
src/scenarios/fire-explosion.json	$.props[7].label	Fresh-air exit	ᱱᱟᱶᱟ ᱦᱟᱣᱟ ᱚᱰᱚᱠ ᱡᱟᱭᱜᱟ		
src/scenarios/fire-explosion.json	$.props[8].label	Collapsed worker	ᱵᱮᱦᱳᱥ ᱠᱟᱹᱢᱤᱭᱟᱹ		
src/scenarios/fire-explosion.json	$.nodes[0].prompt.text	A fire has started on the electrical panel. First, put it out safely using the right extinguisher. Then get yourself to the exit.	ᱵᱤᱡᱩᱞᱤ ᱯᱮᱱᱮᱞ ᱨᱮ ᱥᱮᱴᱟᱜ ᱮᱛᱦᱚᱵ ᱮᱱᱟ ᱾ ᱯᱩᱭᱞᱩ, ᱴᱷᱤᱠ ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ ᱛᱮ ᱨᱚᱠᱷᱟ ᱠᱟᱛᱮ ᱵᱚᱸᱫ ᱢᱮ ᱾ ᱚᱱᱟ ᱛᱟᱭᱚᱢ ᱚᱰᱚᱠ ᱡᱟᱭᱜᱟ ᱛᱮ ᱥᱮᱴᱮᱨ ᱢᱮ ᱾		
src/scenarios/fire-explosion.json	$.nodes[1].prompt.text	Take a moment to get ready. When you are ready to begin, continue.	ᱴᱮᱭᱟᱨ ᱦᱩᱭ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫ ᱴᱟᱲᱟᱝ ᱡᱚᱛᱚ ᱢᱮ ᱾ ᱚᱠᱛᱚ ᱛᱮᱭᱟᱨ ᱠᱟᱱᱟᱢ, ᱟᱭᱳ ᱪᱟᱞᱟᱜ ᱢᱮ ᱾		
src/scenarios/fire-explosion.json	$.nodes[2].prompt.text	Look around you. Point to, or tap on, the hazard you see.	ᱟᱢᱟᱜ ᱪᱟᱨᱤᱭᱟᱜ ᱦᱮᱨ ᱢᱮ ᱾ ᱡᱟᱦᱟᱸ ᱵᱤᱯᱚᱫ ᱧᱮᱞᱟᱢ, ᱚᱱᱟ ᱰᱚᱸᱠᱟ ᱢᱮ ᱟᱨᱵᱟᱝ ᱴᱮᱯ ᱢᱮ ᱾		
src/scenarios/fire-explosion.json	$.nodes[2].onTimeout.consequence.text	You did not spot the fire in time. Every second matters.	ᱟᱢ ᱚᱠᱛᱚ ᱨᱮ ᱥᱮᱴᱟᱜ ᱵᱟᱭ ᱧᱮᱞᱟᱢ ᱾ ᱡᱚᱛᱚ ᱴᱟᱲᱟᱝ ᱡᱟᱹᱥᱛᱤ ᱟᱹᱰᱤ ᱠᱟᱱᱟ ᱾		
src/scenarios/fire-explosion.json	$.nodes[3].prompt.text	This is an electrical fire — never use water on it. Find the powder (DCP) extinguisher, the one with a blue band. Tap on it and choose "Look at" to pick it.	ᱱᱚᱶᱟ ᱫᱚ ᱵᱤᱡᱩᱞᱤ ᱥᱮᱴᱟᱜ ᱠᱟᱱᱟ — ᱛᱮᱦᱮᱸᱧ ᱫᱟᱜ ᱵᱟᱭ ᱵᱮᱵᱷᱟᱨ ᱢᱮ ᱾ ᱯᱟᱺᱰᱚᱨ (DCP) ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ ᱫᱟᱲᱮᱭᱟᱜ ᱢᱮ, ᱡᱟᱦᱟᱸ ᱨᱮ ᱟᱨᱟᱜ ᱵᱮᱸᱰ ᱢᱮᱱᱟᱜᱼᱟ ᱾ ᱚᱱᱟ ᱴᱮᱯ ᱢᱮ ᱟᱨ ᱵᱟᱪᱷᱟᱣ ᱞᱟᱹᱜᱤᱫ "ᱦᱮᱨᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ ᱾		
src/scenarios/fire-explosion.json	$.nodes[3].expect[0].label	Select DCP extinguisher	DCP ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ ᱵᱟᱪᱷᱟᱣ ᱢᱮ		
src/scenarios/fire-explosion.json	$.nodes[3].errors[0].consequence.text	Water on a live electrical fire can shock you and spread it.	ᱡᱤᱭᱩᱸ ᱵᱤᱡᱩᱞᱤ ᱥᱮᱴᱟᱜ ᱨᱮ ᱫᱟᱜ ᱫᱚ ᱟᱢ ᱠᱚᱸ ᱥᱚᱠ ᱮᱢᱟᱭ ᱟᱨ ᱥᱮᱴᱟᱜ ᱮᱴᱟᱜ ᱦᱩᱭ ᱮᱢᱟᱭ ᱾		
src/scenarios/fire-explosion.json	$.nodes[3].errors[1].consequence.text	CO₂ can also be used on an electrical fire, but for this drill, use the powder (DCP) extinguisher instead.	CO₂ ᱦᱚᱸ ᱵᱤᱡᱩᱞᱤ ᱥᱮᱴᱟᱜ ᱨᱮ ᱵᱮᱵᱷᱟᱨ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱱᱚᱶᱟ ᱟᱹᱣᱟᱛ ᱞᱟᱹᱜᱤᱫ, ᱯᱟᱺᱰᱚᱨ (DCP) ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ ᱵᱮᱵᱷᱟᱨ ᱢᱮ ᱾		
src/scenarios/fire-explosion.json	$.nodes[3].onTimeout.consequence.text	No extinguisher was selected in time.	ᱚᱠᱛᱚ ᱨᱮ ᱚᱠᱛᱚ ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ ᱵᱟᱭ ᱵᱟᱪᱷᱟᱣ ᱮᱱᱟ ᱾		
src/scenarios/fire-explosion.json	$.nodes[4].prompt.text	That was wrong — water is dangerous on an electrical fire. Now find the powder (DCP) extinguisher, tap on it, and choose "Look at" to pick it.	ᱚᱱᱟ ᱫᱚ ᱵᱟᱭ ᱴᱷᱤᱠ — ᱵᱤᱡᱩᱞᱤ ᱥᱮᱴᱟᱜ ᱨᱮ ᱫᱟᱜ ᱫᱚ ᱵᱤᱯᱚᱫ ᱠᱟᱱᱟ ᱾ ᱱᱤᱛᱚᱜ ᱯᱟᱺᱰᱚᱨ (DCP) ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ ᱫᱟᱲᱮᱭᱟᱜ ᱢᱮ, ᱴᱮᱯ ᱢᱮ, ᱟᱨ "ᱦᱮᱨᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ ᱾		
src/scenarios/fire-explosion.json	$.nodes[4].expect[0].label	Select DCP extinguisher	DCP ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ ᱵᱟᱪᱷᱟᱣ ᱢᱮ		
src/scenarios/fire-explosion.json	$.nodes[4].onTimeout.consequence.text	You did not recover to the correct extinguisher.	ᱟᱢ ᱴᱷᱤᱠ ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ ᱛᱟᱭᱚᱢ ᱫᱚᱦᱲᱟ ᱵᱟᱭ ᱟᱲᱟᱜᱼᱟᱢ ᱾		
src/scenarios/fire-explosion.json	$.nodes[5].prompt.text	Now use the extinguisher. Follow these four steps, one at a time: tap the extinguisher and choose "Open" to pull the pin. Tap the fire and choose "Look at" to aim at its base. Tap the extinguisher and choose "Use" to squeeze the handle. Tap the fire and choose "Use" to sweep side to side.	ᱱᱤᱛᱚᱜ ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ ᱵᱮᱵᱷᱟᱨ ᱢᱮ ᱾ ᱱᱚᱶᱟ ᱟᱠᱟᱛ ᱠᱚᱨᱟᱣ ᱢᱤᱫ-ᱢᱤᱫ ᱠᱟᱛᱮ ᱪᱟᱞᱟᱜ ᱢᱮ: ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ ᱴᱮᱯ ᱢᱮ ᱟᱨ ᱯᱤᱱ ᱡᱟᱨᱣᱟ ᱞᱟᱹᱜᱤᱫ "ᱜᱤᱫᱨᱟᱹᱭ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ ᱾ ᱥᱮᱴᱟᱜ ᱴᱮᱯ ᱢᱮ ᱟᱨ ᱴᱷᱮᱱ ᱰᱚᱸᱠᱟ ᱞᱟᱹᱜᱤᱫ "ᱦᱮᱨᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ ᱾ ᱮᱠᱥᱴᱤᱝᱜᱩᱭᱥᱚᱨ ᱴᱮᱯ ᱢᱮ ᱟᱨ ᱦᱮᱸᱰᱮᱞ ᱫᱟᱵ ᱞᱟᱹᱜᱤᱫ "ᱵᱮᱵᱷᱟᱨ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ ᱾ ᱥᱮᱴᱟᱜ ᱴᱮᱯ ᱢᱮ ᱟᱨ ᱡᱤᱫ-ᱡᱤᱫ ᱦᱳᱨᱳᱢ ᱞᱟᱹᱜᱤᱫ "ᱵᱮᱵᱷᱟᱨ ᱢᱮ" ᱵᱟᱪᱷᱟᱣ ᱢᱮ ᱾		
src/scenarios/fire-explosion.json	$.nodes[5].expect[0].label	Pull pin	ᱯᱤᱱ ᱡᱟᱨᱣᱟ ᱢᱮ		
src/scenarios/fire-explosion.json	$.nodes[5].expect[1].label	Aim at base	ᱴᱷᱮᱱ ᱨᱮ ᱰᱚᱸᱠᱟ ᱢᱮ		
src/scenarios/fire-explosion.json	$.nodes[5].expect[2].label	Squeeze handle	ᱦᱮᱸᱰᱮᱞ ᱫᱟᱵ ᱢᱮ		
src/scenarios/fire-explosion.json	$.nodes[5].expect[3].label	Sweep side to side	ᱡᱤᱫ-ᱡᱤᱫ ᱦᱳᱨᱳᱢ ᱢᱮ		
